병원ID,병원명,전화번호,주소,위도,경도,삭제 여부,장소 id
190,남송엠정신과의원,02-2212-1774,"서울특별시 동대문구 천호대로 307, 3층 (답십리동)",37.5658081,127.0547814,0,
191,연정신경정신과의원,569-2916,"서울특별시 강남구 테헤란로4길 46, 1층 118호 (역삼동)",37.4955423,127.0304041,0,
192,강남정신건강의학과의원,02-555-0710,"서울특별시 서초구 강남대로 341, 5층 (서초동)",37.4932705,127.0293874,0,
193,비웰정신건강의학과의원,02-512-7357,"서울특별시 강남구 도산대로 335, J MEDI TOWER 2층 (신사동)",37.5233939,127.0385173,0,
194,강남푸른정신건강의학과의원,02-523-7008,"서울특별시 서초구 강남대로 345, 삼양빌딩 5층 501호 (서초동)",37.4937403,127.0291679,0,
195,이정신과의원,517-0471,"서울특별시 강남구 논현로 607, 신양빌딩 4층 (논현동)",37.5079037,127.0332962,0,
196,삼성센트럴정신건강의학과의원,,"서울특별시 서초구 사임당로 174, 강남미래타워 2층 203호 (서초동)",37.4923229,127.0286762,0,
197,최태영정신건강의학과의원,02-2245-9940,"서울특별시 동대문구 천호대로 295, 3층 7호 (답십리동)",37.5664644,127.053869,0,
198,당신의정신건강의학과의원,02-585-8555,"서울특별시 서초구 강남대로 359, 2층 207호 (서초동)",37.4948012,127.0286234,0,
199,예선정신건강의학과의원,02-6207-3140,"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 305호 (역삼동)",37.4976709,127.029341,0,
200,최신경정신과의원,02-2267-3970,"서울특별시 서초구 강남대로53길 7, 강남애니타워 302호 (서초동)",37.4942611,127.0282717,0,
201,마음소담정신건강의학과의원,,"서울특별시 강남구 테헤란로 111, 301호 (역삼동)",37.4988903,127.0292963,0,
202,연세라이프정신건강의학과의원,02-558-7003,"서울특별시 강남구 테헤란로 111, 준경타워 4층 (역삼동)",37.4988903,127.0292963,0,
203,강남연세정신건강의학과의원,02-566-6789,"서울특별시 강남구 테헤란로 109, 강남제일빌딩 3층 (역삼동)",37.4988358,127.0290056,0,
204,삼성빛정신건강의학과의원,02-525-5420,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 6층 606,607,608호 (서초동)",37.4943933,127.0277115,0,
205,김표한정신건강의학과의원,02-2212-2040,"서울특별시 동대문구 망우로21길 4, 2층 (휘경동)",37.5906713,127.0630079,0,
206,연세휴정신건강의학과의원,02-3473-7575,"서울특별시 서초구 강남대로 375, 503,505,506호 (서초동, 서초현대타워아파트)",37.4965012,127.0279537,0,
207,연세새힘정신건강의학과의원,02-525-0011,"서울특별시 서초구 강남대로 381, 두산베어스텔 3층 304호 (서초동)",37.4966918,127.0277221,0,
208,김계희정신건강의학과의원,02-556-6300,"서울특별시 강남구 테헤란로 101, 이즈타워 1301호 (역삼동)",37.4986211,127.0280297,0,
209,지안정신건강의학과의원,02-6217-7575,"서울특별시 동대문구 천호대로 273, 경원빌딩 10층 3호 (답십리동)",37.5678418,127.0520554,0,
210,쉼플러스정신건강의학과의원,02-511-4333,"서울특별시 강남구 학동로 215, 씨엘타워 602호층 (논현동)",37.5148748,127.0325683,0,
211,태능성심정신건강의학과의원,02-979-5757,"서울특별시 노원구 동일로 987, 2층 (공릉동)",37.6182595,127.0749403,0,
212,탑정신건강의학과의원,02-568-7008,"서울특별시 강남구 강남대로 408, YBM강남센터 12층 (역삼동)",37.4992268,127.0275554,0,
213,삼성따뜻한정신건강의학과의원,02-522-8288,"서울특별시 서초구 사임당로 143, Cross 143 401호 (서초동)",37.4918563,127.0252522,0,
214,더서울정신건강의학과의원,02-599-1012,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 1002호 (서초동)",37.4985983,127.026233,0,
215,도연정신건강의학과의원,02-2242-8992,"서울특별시 동대문구 망우로12길 1, 6층 (휘경동)",37.5889949,127.0592374,0,
216,서울청정신건강의학과의원,02-534-2119,"서울특별시 서초구 서초대로77길 17, BLOCK77 8층 803호 (서초동)",37.4995536,127.0257524,0,
217,밝은봄정신건강의학과의원,02-3295-3058,"서울특별시 동대문구 휘경로 13, (더305빌딩) 8층 (이문동)",37.5960164,127.0617455,0,
218,김동수정신건강의학과의원,02-535-5778,"서울특별시 서초구 서초대로 397, 부띠크 모나코 304호 (서초동)",37.4974391,127.024544,0,
219,토마스정신과의원,02-543-6598,"서울특별시 강남구 논현로150길 26, 5층 (논현동)",37.5194728,127.0306751,0,
220,김동현정신건강의학과의원,02-545-3203,"서울특별시 강남구 언주로 869, 서영빌딩 5층 (신사동)",37.5282028,127.0333061,0,
221,서울현정신건강의학과의원,02-6949-5663,"서울특별시 동대문구 이문로 98, 3층 (이문동)",37.5955312,127.0598838,0,
222,조남현정신건강의학과의원,02-518-7514,"서울특별시 강남구 압구정로 228, 대웅빌딩 3층 301호 (신사동)",37.5287068,127.0328293,0,
223,김정신건강의학과의원,02-6205-6002,"서울특별시 서초구 강남대로 455, 3층 308호 (서초동, 강남태영데시앙루브)",37.5028558,127.0245298,0,
224,강남하늘정신건강의학과의원,0507-1379-1330,"서울특별시 강남구 봉은사로 105, 동양빌딩 1동 501호 (논현동)",37.5049634,127.0250571,0,
225,에스지정신건강의학과의원,02-6956-1275,"서울특별시 강남구 학동로6길 48, 401호, 501호 (논현동)",37.5092335,127.0261708,0,
226,정선주정신과의원,02-3444-7736,"서울특별시 강남구 압구정로 224, 209호 (신사동, 우미빌딩)",37.5285688,127.0321634,0,
227,마인드온정신건강의학과의원,02-6677-9500,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 301~303호 (서초동)",37.5027557,127.0239029,0,
228,경희채움정신건강의학과의원,02-968-1070,"서울특별시 동대문구 이문로 37, 2층 203호 (회기동, 회기역 한일베라체캠퍼스)",37.5908164,127.0561285,0,
229,샘신경정신과의원,3443-0075,"서울특별시 서초구 사평대로55길 8, 3층 (반포동, 신영빌딩)",37.5044968,127.0228609,0,
230,현대신경정신과의원,02-540-0820,"서울특별시 강남구 압구정로 210, 용기빌딩 3층 (신사동)",37.5277552,127.0301527,0,
231,김준정신건강의학과의원,02-518-8011,"서울특별시 강남구 논현로 833, 재경빌딩 5층 501호 (신사동)",37.5228358,127.02791,0,
232,뉴욕정신건강의학과의원,02-545-1609,"서울특별시 강남구 논현로 841, 제이비 미소빌딩 5층 505호 (신사동)",37.5240297,127.027762,0,
233,문홍세신경정신과의원,02-547-8847,"서울특별시 강남구 강남대로 524, (논현동)",37.5090367,127.0227869,0,
234,성모나무정신건강의학과의원,02-6925-0002,"서울특별시 노원구 화랑로 337, 3층 303호 (월계동)",37.6152426,127.0651817,0,
235,연세소울정신건강의학과의원,02-484-2600,"서울특별시 강남구 논현로167길 9, 낙산프라자 6층 (신사동)",37.5244277,127.027446,0,
236,윤정신건강의학과의원,,"서울특별시 강남구 압구정로28길 11, 하피스빌딩 2층 (신사동)",37.5258004,127.0278789,0,
237,더봄정신건강의학과의원,02-962-6300,"서울특별시 동대문구 회기로 154, 2층 (회기동)",37.5910098,127.0532645,0,
238,이도희정신과의원,02-3447-7575,"서울특별시 강남구 강남대로 532, (논현동, 2층 일부)",37.5095804,127.0224836,0,
239,서초성모정신건강의학과의원,02-584-8899,"서울특별시 서초구 서초중앙로 56, 블루타워 1층 (서초동)",37.4869131,127.0154786,0,
240,청량리정신건강의학과의원,02-966-1171,"서울특별시 동대문구 왕산로 236, 1층 (전농동)",37.5823347,127.0484097,0,
241,노왕구정신건강의학과의원,02-545-7802,"서울특별시 강남구 압구정로 156, 307호 (신사동, 카로시티2빌딩)",37.5259818,127.0267906,0,
242,석계정신과의원,02-914-9361,"서울특별시 노원구 화랑로 321, 건안빌딩 4층 (월계동)",37.6146935,127.0634983,0,
243,닥터스정신건강의학과의원,02-512-0117,"서울특별시 강남구 강남대로 548, 건우빌딩 5층 501호 (논현동)",37.511039,127.0219111,0,
244,서울마음숲정신건강의학과의원,02-2038-3067,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 2층 213호 (서초동)",37.4954178,127.0164171,0,
245,서초정신건강의학과의원,02-525-2888,"서울특별시 서초구 사임당로 38, 큐브플러스 2층 203호 (서초동)",37.4880847,127.0142926,0,
246,연세엘정신건강의학과의원,02-588-7900,"서울특별시 서초구 사임당로 39, 한성빌딩 4층 402호 (서초동)",37.4884264,127.0141123,0,
247,알에이치(RH)정신건강의학과의원,02-523-5361,"서울특별시 서초구 서초중앙로22길 25, 2층 210호 (서초동, 서초리시온)",37.4934782,127.015454,0,
248,온마음정신건강의학과의원,02-511-5450,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 2층 (잠원동)",37.5117874,127.0205649,0,
249,이선이정신건강의학과의원,02-537-9860,"서울특별시 서초구 서초중앙로24길 18, 6층 (서초동)",37.4947512,127.0155336,0,
250,소망정신건강의학과의원,02-3463-7793,"서울특별시 서초구 효령로 260, 서초빌딩 4(일부)층 (서초동)",37.4840526,127.0126509,0,
251,마음샘정신건강의학과의원,522-6836,"서울특별시 서초구 서초대로 302, 502호 (서초동, 교대역인앤인오피스)",37.4937277,127.0147172,0,
252,최병호신경정신과의원,522-8404,"서울특별시 서초구 서초중앙로 120, 2층 (서초동)",37.4925687,127.0141872,0,
253,이택중신경정신과의원,3443-9300,"서울특별시 강남구 도산대로 110, 케이비엘 센터 4층 (논현동)",37.5162749,127.0210472,0,
254,이정신건강의학과의원,02-518-5170,"서울특별시 서초구 신반포로 325, 반포빌딩 3층 302호 (잠원동)",37.5107136,127.0192653,0,
255,디에프(DF)정신건강의학과의원,02-597-2005,"서울특별시 서초구 서초중앙로 113, 영한빌딩 6층 (서초동)",37.4918747,127.0137428,0,
256,강신삼신경정신과의원,02-969-9491,"서울특별시 동대문구 홍릉로 5, (청량리동)",37.5808179,127.0447366,0,
257,엘림신경정신과의원,02-2299-1942,"서울특별시 성동구 왕십리로 294-2, 2층 (행당동)",37.5604534,127.0363289,0,
258,연세필정신건강의학과의원,516-9114,"서울특별시 강남구 강남대로 598, 2층 (논현동)",37.5151992,127.0203715,0,
259,신사연정신건강의학과의원,02-551-0558,"서울특별시 강남구 도산대로 106, BK성형외과 11층 (논현동)",37.5161266,127.0204625,0,
260,서울힐정신건강의학과의원,02-516-8880,"서울특별시 강남구 도산대로 111, S-TOWER 3층 301호 (신사동)",37.5169652,127.020708,0,
261,김병수정신건강의학과의원,02-522-0175,"서울특별시 서초구 서초중앙로 125, 로이어즈타워 2층 203호 (서초동)",37.4929935,127.0134514,0,
262,영동신경정신과의원,02-592-3742,"서울특별시 서초구 서초중앙로 146, 302호 (서초동, 경원빌딩)",37.4947265,127.0137631,0,
263,이성주정신건강의학과의원,02-959-6212,"서울특별시 동대문구 왕산로 176, 5층 (전농동)",37.5792824,127.043031,0,
264,행복한아이정신건강의학과의원,02-537-3600,"서울특별시 서초구 서초중앙로 145, 중산빌딩 2층 201호 (서초동)",37.4946842,127.0131326,0,
265,휴먼마인드정신건강의학과의원,542-2502,"서울특별시 서초구 강남대로 605, 501호 (잠원동, 휴먼타워)",37.5157646,127.0192069,0,
266,나음정신건강의학과의원,02-491-8882,"서울특별시 성북구 화랑로 248, 장위뉴타워 7층 702호 (석관동)",37.6104155,127.0569262,0,
267,오정신건강의학과의원,02-969-7341,"서울특별시 동대문구 왕산로32길 7, BYC 청량리 오피스텔 5층 (용두동)",37.5787365,127.0418316,0,
268,해민정신건강의학과의원,02-2292-1535,"서울특별시 성동구 왕십리로 309, 3층 303호 (행당동)",37.5613795,127.0345883,0,
269,프렌드정신건강의학과의원,02-2281-8593,"서울특별시 성동구 왕십리로 315, 4층 (행당동, 한동타워)",37.5617465,127.0342572,0,
270,연세힐정신건강의학과의원,02-935-8305,"서울특별시 노원구 한글비석로 270, 스카이타워 2층층 202호 (중계동)",37.6515779,127.0774074,0,
271,권희정정신건강의학과의원,02-2299-8228,"서울특별시 성동구 왕십리로 320, W에비뉴타워 5층 502호 (도선동)",37.5623492,127.0343485,0,
272,이철정신건강의학과의원,02-3486-1155,"서울특별시 서초구 서초대로 266, 201호 (서초동, 아스트라)",37.49256,127.0110128,0,
273,이로정신건강의학과의원,02-533-8578,"서울특별시 서초구 고무래로 32, 반포트라이엄프메딕스빌딩 402호 (반포동)",37.502428,127.0121591,0,
274,마음과마음정신건강의학과의원,02-6959-0456,"서울특별시 동대문구 고산자로 399, 304호, 305호 (용두동)",37.5752833,127.037781,0,
275,나눔정신건강의학과의원,02-2292-2555,"서울특별시 성동구 왕십리로 339, 2층 (하왕십리동)",37.5629122,127.0321022,0,
276,선정신과의원,02-948-4482,"서울특별시 노원구 동일로204가길 34, 307호 (중계동, 씨앤미복합빌딩)",37.6407272,127.06816,0,
277,한음한방신경정신과한의원,02-6952-7970,"서울특별시 성동구 왕십리로 348, 3층 (도선동)",37.5636913,127.0316223,0,
278,이범용정신건강의학과의원,593-2222,"서울특별시 서초구 서초중앙로 245, 6층 (반포동, 반포동 강남빌딩)",37.5033567,127.0108268,0,
279,삼성공감정신건강의학과의원왕십리점,02-2299-7750,"서울특별시 성동구 왕십리로 350, 7층 (도선동)",37.5637836,127.031417,0,
280,이재진정신건강의학과의원,02-2295-2544,"서울특별시 성동구 행당로 87, 402호 (행당동, 대림리빙프라자)",37.5573015,127.0285419,0,
281,최명기정신건강의학과의원,02-6207-3377,"서울특별시 서초구 잠원로 24, 408-1호 (반포동)",37.5071118,127.0098751,0,
282,성모온정신건강의학과의원,02-2295-3555,"서울특별시 성동구 독서당로 302, 대도빌딩 311호 (금호동4가)",37.5476208,127.0227221,0,
283,열린성모정신건강의학과의원,937-9114,"서울특별시 노원구 한글비석로 384, (중계동, 대호프라자)",37.6599272,127.0734393,0,
284,용인정신건강의학과의원,02-593-0951,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 6동 3층 (잠원동)",37.5070249,127.0064782,0,
285,김용호정신건강의학과의원,02-2291-4002,"서울특별시 성동구 왕십리로 410, 상가 L동 136호 (하왕십리동, 센트라스)",37.5665508,127.0247865,0,
286,온빛정신건강의학과의원,02-522-9730,"서울특별시 서초구 효령로33길 45, 301호 (방배동, KH빌딩)",37.4833813,126.9970208,0,
